0.5,0.0,0.6939688460817972,0.7531924634767496,0.741650151378016
0.5,0.1,1.4281413689922383e-05,2.4869006408249675e-05,2.0187321988469e-05
0.5,0.3,1.4969905550725975e-07,2.447592766593515e-07,3.5570221064380514e-07
0.5,0.5,1.8940064506232407e-08,2.6887274096787655e-08,3.3618136522016824e-08
0.5,0.7,5.5348013789014255e-08,1.0207539679282887e-07,1.257304144605888e-07
0.5,1.0,4.3494063376126214e-08,8.464755363169591e-08,1.4712086296339993e-07
0.0,0.5,0.6939688460817972,0.7531924634767496,0.741650151378016
0.3,0.5,2.8998052886141566e-08,5.5973346712603695e-08,1.041807274333021e-07
0.5,0.5,1.8940064506232407e-08,2.6887274096787655e-08,3.3618136522016824e-08
0.7,0.5,2.2047629736668284e-08,3.5123232874625764e-08,5.764638641624084e-08
1.0,0.5,7.59432991214398e-08,1.2498640297896048e-07,1.0192620958554629e-07
